titolo,descrizione,immago,clip,tag,categoria,territorio,URL,fontedati,webmap,collaborazione,data,mese,anno,titolo_pm,primamappa
Mappa del pendolarismo da e per Palermo – Istat 2011,Mappa del pendolarismo da e per Palermo – Istat 2011,"<img src=""legend/clip_index/pendolarismo.jpg"" class=""clip_tooltips""  />",,"Mobilità;Pendolarismo;Bus;Mezzo proprio,Lavoro;Studio;Istat",Mobilità,Sicilia;Palermo,http://siciliahub.github.io/palermohub/pendolarismo.html,ISTAT,,@cirospat;@gbvitrano,2017-04-05,aprile - 2017,2017,Mappa del pendolarismo da e per Palermo – Istat 2011,http://u.osmfr.org/m/131321/
Servizio taxi sharing - Palermo,Servizio taxi sharing - Palermo,"<img src=""legend/clip_index/taxi_sharing.jpg"" class=""clip_tooltips""  />",,Ambiente;Mobilità;Taxi;Sharing,Mobilità,Palermo,http://siciliahub.github.io/palermohub/taxi_sharing.html,Comune di Palermo,,@cirospat;@gbvitrano,2017-04-05,aprile - 2017,2017,Servizio taxi sharing - Palermo,http://u.osmfr.org/m/118288/
Studio sulla vulnerabilità sismica degli edifici residenziali di Palermo,E’ una mappatura di base della vulnerabilità sismica degli edifici residenziali di due aree campione della città. La vulnerabilità sismica rappresenta una misura della maggiore o minore capacità degli edifici di resistere ad azioni sismiche (terremoti di prefissata entità) ,"<img src=""legend/clip_index/vulnerabilità_sismica.jpg"" class=""clip_tooltips""  />",,Territorio;Sisma;Vulnerabilità;Edifici,Strumenti Urbanistici,Palermo,http://siciliahub.github.io/palermohub/vulnerabilità_sismica.html,Comune di Palermo;ISTAT,,@aborruso;@carbone_letizia;@cirospat;@gbvitrano,2017-04-04,aprile - 2017,2017,Vulnerabilità sismica degli edifici residenziali di Palermo,http://u.osmfr.org/m/129514/
Mappa rimozione di cemento amianto,Rielaborazione rimozione di cemento amianto negli spazi pubblici comunali dal 2010 al 2016,"<img src=""legend/clip_index/amianto.jpg"" class=""clip_tooltips""  />",,Ambiente;Decoro Urbano,Ambiente;Rifiuti;Riciclo,Palermo,http://siciliahub.github.io/palermohub/2016_rim_ami.html#12/38.1377/13.3477,Comune di Palermo,,@cirospat;@gbvitrano,2017-04-01,aprile - 2017,2017,,
Pericolosità sismica del Territorio d'Italia e principali dighe italiane,Pericolosità sismica del Territorio d'Italia e principali dighe italiane,"<img src=""legend/clip_index/dighe_ciro.jpg"" class=""clip_tooltips""  />",,Ambiente;Sisma;Prevenzione;Dighe,Ambiente,Italia,http://siciliahub.github.io/palermohub/dighe_ciro.html,INGV;Registro italiano delle dighe,,@aborruso;@cirospat;@gbvitrano,2017-03-13,marzo - 2017,2017,Pericolosità sismica del Territorio d'Italia e principali dighe italiane,http://umap.openstreetmap.fr/it/map/mappa-di-pericolosita-sismica-del-Territorio-dital_133805#6/42.115/13.403
Italia – Qualità delle acque di balneazione nel 2016,"Oltre l’85% dei siti di balneazione monitorati in tutta Europa nel 2016 soddisfa i requisiti più rigorosi per fregiarsi della qualifica di “eccellente”, il che significa che sono per lo più esenti da inquinanti pericolosi per la salute umana e l’ambiente, secondo la relazione annuale sulla qualità delle acque di balneazione pubblicata oggi","<img src=""legend/clip_index/balneazione_2016.jpg"" class=""clip_tooltips""  />",,Ambiente;Mare;Spiagge,Ambiente,Italia,http://siciliahub.github.io/palermohub/balneazione_2016.html, EEA - Bathing Water Directive - Status of bathing water ,,@gbvitrano,2017-03-06,marzo - 2017,2017,Italia - Qualità delle acque di balneazione nel 2016,http://u.osmfr.org/m/157411/
Risorse Naturali Palermo,Palermo: tipologia delle Risorse Naturali,"<img src=""legend/clip_index/risorse_naturali.jpg"" class=""clip_tooltips""  />",,Natura;Risorse,Ambiente;Strumenti Urbanistici,Palermo,http://siciliahub.github.io/palermohub/risorse_naturali.html,Comune di Palermo,,@cirospat,2017-03-05,marzo - 2017,2017,Palermo: tipologia delle Risorse Naturali,http://umap.openstreetmap.fr/it/map/palermo-tipologia-delle-Risorse-Naturali_182120#12/38.1344/13.3899
Palermo Differenzia 2,Pianificazione Particolareggiata all'interno dell’Ambito Ottimale “Palermo Area Metropolitana” della raccolta differenziata,"<img src=""legend/clip_index/differenzia_2.jpg"" class=""clip_tooltips""  />",,Rifiuti;,Ambiente;Rifiuti;Riciclo,Palermo,http://siciliahub.github.io/palermohub/differenzia_2.html,Comune di Palermo,,@cirospat,2017-03-04,marzo - 2017,2017,Palermo Differenzia 2,http://umap.openstreetmap.fr/it/map/palermo-differenzia-2_90304#13/38.1304/13.3988
Segnalazioni incidenti  real time del Comando Polizia Municipale di Palermo da Novembre 2016,Segnalazioni incidenti  real time del Comando Polizia Municipale di Palermo da Novembre 2016,"<img src=""legend/clip_index/incidenti_real_time.jpg"" class=""clip_tooltips""  />",,Mobilità;Incidenti;RealTime,Mobilità,Palermo,http://siciliahub.github.io/palermohub/incidenti_real_time.html,Comune di Palermo,,@aborruso;@cirospat;@gbvitrano,2017-03-04,marzo - 2017,2017,Segnalazioni incidenti  real time del Comando Polizia Municipale di Palermo da Novembre 2016,http://u.osmfr.org/m/114265/
Mappa dinamica - Realizzata da Guenter Richter,Mappa dinamica - Realizzata da Guenter Richter con il progetto IXMAPS,"<img src=""legend/clip_index/mappadinamica_16.jpg"" class=""clip_tooltips""  />",,Palermo;Polizia Municipale;Incidenti;Sinistri,Mobilità,Palermo,http://projects.ixmaps.com.s3-website-eu-west-1.amazonaws.com/Palermo_Incidenti/app/Palermo_Incidenti/index_2016_full.html,Comune di Palermo,,@grichter,2017-03-03,marzo - 2017,2017,Palermo Incidenti 2016,http://projects.ixmaps.com.s3-website-eu-west-1.amazonaws.com/Palermo_Incidenti/app/Palermo_Incidenti/index_2016_full.html
"Sezione censuarie - ISTAT 2011, Unità di primo livello (UPL), Quartieri e Circoscrizioni di Palermo","Nella mappa è rappresentata la suddivisione del territorio di Palermo, dalle sezione censuarie - ISTAT 2011, alle Unità di primo livello (UPL), dai Quartieri alle Circoscrizioni, estratti dal dataset ISTAT Basi territoriali e variabili censuarie - Censimento 2011
","<img src=""legend/clip_index/circoscrizioni.jpg"" class=""clip_tooltips""  />",,Territorio;Quartieri;Confine comunale,Strumenti Urbanistici,Palermo,http://siciliahub.github.io/palermohub/circoscrizioni.html,ISTAT,,@gbvitrano,2017-03-03,marzo - 2017,2017,Circoscrizioni Palermo - Censimento ISTAT 2011,http://u.osmfr.org/m/113434/
Uffici della Motorizzazione e Officine Autorizzate alla revisione,Uffici della Motorizzazione e Officine Autorizzate alla revisione - Marzo 2017,"<img src=""legend/clip_index/motor_off_autor.jpg"" class=""clip_tooltips""  />",,Mobilità;Motorizzazione;Officine autorizzate; Uffici Motorizzazione,Mobilità,Italia,http://siciliahub.github.io/palermohub/motor_off_autor.html,dati.mit.gov.it;Uffici della Motorizzazione,,@gbvitrano,2017-03-03,marzo - 2017,2017,Uffici della Motorizzazione e Officine Autorizzate alle revisioni [Marzo 2017],http://u.osmfr.org/m/149295/
Avvisi real time del Comando Polizia Municipale di Palermo,"Avvisi real time del Comando Polizia Municipale di Palermo su traffico, incidenti, manifestazioni, lavori in corso;","<img src=""legend/clip_index/avvisi_real_time.jpg"" class=""clip_tooltips""  />",,Mobilità;Incidenti;Manifestazioni;Avvisi;RealTime;Lavori in corso;,Mobilità,Palermo,http://siciliahub.github.io/palermohub/avvisi_real_time.html,Comune di Palermo,,@aborruso;@cirospat;@gbvitrano,2017-03-03,marzo - 2017,2017,Avvisi real time del Comando Polizia Municipale di Palermo,http://u.osmfr.org/m/114101/
Sinistri stradali rilevati nel Territorio comunale di Palermo nell'anno 2016 - Leaflet,"Incidenti rilevati dalla Polizia Municipale di Palermo - Leaflet
(tot. incidenti 3577)","<img src=""legend/clip_index/index_sinistri_2016.jpg"" class=""clip_tooltips""  />",,Palermo;Polizia Municipale;Incidenti;Sinistri,Mobilità,Palermo,http://siciliahub.github.io/palermohub/index_sinistri_2016.html,Comune di Palermo,,@gbvitrano,2017-03-02,marzo - 2017,2017,Palermo Sinistri stradali 2016,http://siciliahub.github.io/mappe/sinistri_2016/index.html
Sinistri stradali rilevati nel Territorio comunale di Palermo nell'anno 2016 - Umap,Incidenti rilevati dalla Polizia Municipale di Palermo - Umap (tot. incidenti 3577),"<img src=""legend/clip_index/sinistri_16.jpg"" class=""clip_tooltips""  />",,Palermo;Polizia Municipale;Incidenti;Sinistri;,Mobilità,Palermo,http://siciliahub.github.io/palermohub/sinistri_16.html,Comune di Palermo,,@gbvitrano,2017-03-02,marzo - 2017,2017,Palermo Sinistri stradali 2016,http://u.osmfr.org/m/135050/
La Domenica Favorita,"5 Domeniche di apertura de ""La Domenica Favorita"":26 Marzo, 9 e 23 Aprile; 7 e 21 Maggio 2017 - Un iniziativa del Comitato ""La Domenica Favorita"" in collaborazione con il Comune di Palermo","<img src=""legend/clip_index/favorita.jpg"" class=""clip_tooltips""  />",,Cultura;Turismo;Palermo;Parco della Favorita;Bike;Sentieri;Percorsi;Aree sport; Area gioco;Edifici storici,Cultura;Turismo,Palermo,http://siciliahub.github.io/palermohub/domenica_all_favorita.html,ladomenicafavorita.com,,@cirospat;@gbvitrano,2017-03-01,marzo - 2017,2017,Locandina in formato PDF,http://www.ladomenicafavorita.com/wp-content/uploads/2016/11/Mappa-Fruizione.pdf
Sicily Events,"Il riuso della Rassegna di eventi pubblicata a cura dell'Assessorato turismo, sport,spettacolo della Regione Siciliana  ","<img src=""legend/clip_index/sicily_events.jpg"" class=""clip_tooltips"" />",,Eventi Sicilia;Teatro;Musica;Spettacolo;Musei;Cinema;Musica;Sagra;Religione;Feste;Fotografia;,Cultura,Sicilia,http://siciliahub.github.io/palermohub/sicily_events.html,Regione Sicilia,,@aborruso,2017-02-05,febbraio - 2017,2017,Sicily Events,https://siciliahub.github.io/sicilyevents/
Le maggiori dighe d'Italia e aree di pericolosita sismica,Mappa per Magzine - progetto della Scuola di giornalismo dell’Università Cattolica del Sacro Cuore di Milano - Le grandi dighe e il rischio sismico in Italia a cura di Antonio Di Francesco e Ilaria Mauri,"<img src=""legend/clip_index/dighe_gianni.jpg"" class=""clip_tooltips""  />",,Ambiente;Sisma;Prevenzione;Dighe,Ambiente,Italia,http://siciliahub.github.io/palermohub/dighe_gianni.html,IGNV;Registro italiano delle dighe;ProgettoDighe,,@aborruso;@cirospat;@gbvitrano,2017-02-02,febbraio - 2017,2017,Le maggiori dighe d'Italia e aree di pericolosita sismica,http://u.osmfr.org/m/125161/
"Siccità, turnazione idrica per alcune zone della città di Palermo","Siccità, turnazione idrica per alcune zone della città di Palermo","<img src=""legend/clip_index/siccita.jpg"" class=""clip_tooltips""  />",,Ambiente;Turnazione idrica;Siccità,Ambiente,Palermo,http://siciliahub.github.io/palermohub/siccita.html,AMAP SpA;Comune di Palermo,,@cirospat;@gbvitrano,2017-01-08,gennaio - 2017,2017,Palermo #siccità. Turnazione idrica per alcune zone da gen 2017,u.osmfr.org/m/119054/
Monumenti abbandonati,Mappa dei monumenti abbandonati e dimenticati di Palermo. Iniziativa proposta dall'associazione Palermo Indignata,"<img src=""legend/clip_index/monumenti.jpg"" class=""clip_tooltips""  />",,Cultura;Turismo;Palermo;Edifici storici,Cultura;Turismo,Palermo,http://siciliahub.github.io/palermohub/monumenti_abbandonati.html,"gruppi facebook ""Palermo Indignata"" e ""I Monumenti Abbandonati di Palermo""",,Giuseppe Mazzola per associazione Palermo Indignata,2017-01-01,gennaio - 2017,2017,Gruppo facebook I Monumenti Abbandonati di Palermo,https://www.google.com/maps/d/u/0/viewer?mid=1bMWf6Rj1KqtfNgIYR_0KSanDQIU&ll=38.13930351634314%2C13.38492020000001&z=12
Trasporti pubblici Palermo,"Mappa con fermate, linee e orari dei Bus e Tram di Palermo - Amat spa. 
Map e turorial by @piersoft. GTFS Lic. CC-BY 
Db SpatiaLite e Query utili di @aborruso - OpenData Comune di Palermo","<img src=""legend/clip_index/trasporti_pa.jpg"" class=""clip_tooltips""  />",,Tram;Amat;Parcheggi;Pubblici;Interscambio;Metrò;Bike;Sharing;GTFS;Orari Bus;Orari Tram;GTFS,Mobilità,Palermo,http://siciliahub.github.io/palermohub/trasporti_pa.html,Comune di Palermo,,@aborruso;@piersoft;@gbvitrano,2016-12-27,dicembre - 2016,2016,Trasporti pubblici Palermo,http://gbvitrano.it/openamat/locator.php?lat=38.11571851603279&lon=13.3613491058349611
#Openamat,#Openamat - Trasporti pubblici - GTFS Palermo validi fino al 31 Dic 2016,"<img src=""legend/clip_index/amat_pa.jpg"" class=""clip_tooltips""  />",,ZTL;Palermo;Centro Storico;Parcheggi;Tram;Amat;Sportelli Amat;Parcheggi;Pubblici;Interscambio;Metrò;Bike;Sharing;GTFS,Mobilità,Palermo,http://siciliahub.github.io/palermohub/amat_pa.html,Comune di Palermo,,@aborruso;@piersoft;@cirospat;@gbvitrano,2016-12-27,dicembre - 2016,2016,#Openamat - Trasporti pubblici - GTFS Palermo validi fino al 31 Dic 2016,http://u.osmfr.org/m/104623/
Referendum Costituzionale 4 Dicembre 2016 – Dati Palermo,Referendum Costituzionale 4 Dicembre 2016 – Dati Palermo,"<img src=""legend/clip_index/referendum_costituzionale.jpg"" class=""clip_tooltips""  />",,Elezioni Amministrative;Elezioni Politiche;Elezioni Regionli;Referendum,Elezioni Amministrative,Palermo,http://siciliahub.github.io/palermohub/referendum_costituzionale.html,Comune di Palermo,,@cirospat;@gbvitrano,2016-12-04,dicembre - 2016,2016,Referendum Costituzionale 4 Dicembre 2016 ,http://u.osmfr.org/m/116236/
Seggi elettorali di Palermo accessibili ai portatori di disabilità motorie,"""Gli elettori con capacità di deambulazione gravemente ridotta possono esercitare il diritto di voto in  una  qualsiasi sezione elettorale del Comune appositamente allestita, quando la sezione alla quale sono iscritti non è accessibile mediante sedia a ruote. È necessaria l’esibizione di documento di riconoscimento, della tessera elettorale, l’attestazione medica rilasciata, anche precedentemente e per altri scopi, dall’Azienda Sanitaria, o copia autentica della patente di guida speciale, purché dalla documentazione esibita risulti l’impossibilità o la capacità gravemente ridotta di deambulazione. Si sono individuate, segnalandone gli accessi con apposito simbolo, ed attrezzate le sezioni ubicate in locali ove le barriere architettoniche sono state eliminate""","<img src=""legend/clip_index/seggi_elettorali_palermo.jpg"" class=""clip_tooltips""  />",,Elezioni Amministrative;Elezioni Politiche;Elezioni Regionli;Referendum,Elezioni Amministrative,Palermo,http://siciliahub.github.io/palermohub/seggi_elettorali_palermo.html,Comune di Palermo,,@cirospat;@gbvitrano,2016-12-01,dicembre - 2016,2016,Seggi elettorali di Palermo accessibili ai portatori di disabilità motorie,https://umap.geonue.com/m/230/
Mappa stazioni di monitoraggio polveri sottili 2016 della Città di Palermo,"Qualità dell'aria del Comune di Palermo. La rete è costituita da 10 stazioni ubicate in vari punti rappresentativi della città, dotate di apparecchiature per il controllo continuo dell’inquinamento atmosferico ed acustico.","<img src=""legend/clip_index/polveri_sottili.jpg"" class=""clip_tooltips""  />",,Ambiente;Inquinamento;Polveri sottili;PM10;Controllo Territorio;Monitoraggio,Ambiente,Palermo,http://siciliahub.github.io/palermohub/polveri_sottili.html,RAP - Risorse Amniente Palermo,,@cirospat;@gbvitrano,2016-10-08,ottobre - 2016,2016,Mappa stazioni di monitoraggio polveri sottili 2016 della Città di Palermo,http://umap.geonue.com/m/170/
ZTL Centrale - Palermo - 2016,ZTL e servizi di mobilità urbana prossimi alla ZTL Centrale - Palermo - 2016,"<img src=""legend/clip_index/ztl_pa.jpg"" class=""clip_tooltips""  />",,ZTL;Palermo;Centro Storico;Parcheggi;Tram;Amat;Sportelli Amat;Parcheggi;Pubblici;Interscambio;Metrò;Bike;Sharing,Mobilità,Palermo,http://siciliahub.github.io/palermohub/ztl_pa.html,Comune di Palermo,,@aborruso;@cirospat;@gbvitrano,2016-09-09,settembre - 2016,2016,ZTL Centrale - Palermo - 2016,http://u.osmfr.org/m/102691/
TimeMapper delle Vie dei Tesori 2016 della Città di Palermo (TimeMapper),TimeMapper delle Vie dei Tesori 2016 della Città di Palermo (TimeMapper),"<img src=""legend/clip_index/vie_dei_tesori_timemapper.jpg"" class=""clip_tooltips""  />",,Le vie dei Tesori;Cultura;Turismo;Palermo;Edifici storici;Percorsi;Momumenti,Cultura;Turismo,Palermo,http://siciliahub.github.io/palermohub/vie_dei_tesori_timemapper.html,leviedeitesori.com,,@gbvitrano,2016-09-08,settembre - 2016,2016,Le Vie dei Tesori Città di Palermo,https://www.google.com/maps/d/u/0/viewer?mid=1HIsv_CNHNEwf9UTPXwEp6vuNd70&ll=38.11517273320107%2C13.355205100000035&z=13
Rielaborazione della mappa le Vie dei Tesori Città di Palermo,Rielaborazione della mappa le Vie dei Tesori Città di Palermo,"<img src=""legend/clip_index/vie_dei_tesori.jpg"" class=""clip_tooltips""  />",,Le vie dei Tesori;Cultura;Turismo;Palermo;Edifici storici;Percorsi;Momumenti,Cultura;Turismo,Palermo,http://siciliahub.github.io/palermohub/vie_dei_tesori.html,leviedeitesori.com,,@cirospat;@gbvitrano,2016-09-07,settembre - 2016,2016,Le Vie dei Tesori Città di Palermo,https://www.google.com/maps/d/u/0/viewer?mid=1HIsv_CNHNEwf9UTPXwEp6vuNd70&ll=38.11517273320107%2C13.355205100000035&z=13
Divieti di balneazione a Palermo nel 2016,Divieti di balneazione permanente per la stagione estiva 2016 nel comune di Palermo,"<img src=""legend/clip_index/divieti_baln.jpg"" class=""clip_tooltips""  />",,Balneazione;Mare;Spiagge;Sole,Ambiente,Palermo,http://siciliahub.github.io/palermohub/divieti_baln.html,Comune di Palermo,,@cirospat,2016-06-24,giugno - 2016,2016,Divieti di balneazione permanente per la stagione estiva 2016 nel comune di Palermo,https://www.google.com/maps/d/u/0/embed?mid=1FaQASqaGE-fY9HfHjSfMzLXKhVY
"Luoghi di interesse turistico, culturale, archelologico, artistico di Palermo","Luoghi di interesse turistico, culturale, archelologico, artistico di Palermo","<img src=""legend/clip_index/luoghi_interesse_turistico.jpg"" class=""clip_tooltips""  />",,Cultura;Turismo;Palermo;Edifici storici;Percorsi;Momumenti,Cultura;Turismo,Palermo,http://siciliahub.github.io/palermohub/luoghi_interesse_turistico.html,Comune di Palermo,,@piersoft;@gbvitrano,2016-05-08,maggio - 2016,2016,"Luoghi di interesse turistico, culturale, archelologico, artistico di Palermo",http://u.osmfr.org/m/113551/
Abusi edilizi polizia municipale Palermo – aggiornato al 2015,Abusi edilizi polizia municipale Palermo – aggiornato al 2015,"<img src=""legend/clip_index/abusi_edilizi_2015.jpg"" class=""clip_tooltips""  />",,Ambiente;Controlli;Abusi edilizi;Controllo Territorio,Ambiente,Palermo,http://siciliahub.github.io/palermohub/abusi_edilizi_2015.html,Comune di Palermo,,@gbvitrano,2016-05-07,maggio - 2016,2016,Abusi edilizi polizia municipale Palermo - aggiornato al 2015,http://u.osmfr.org/m/130502/
Inquinamento acustico Comune di Palermo,Mappa del livello di rumore giornaliero e notturno da traffico veicolare (Lden road e Lnight road),"<img src=""legend/clip_index/arpa_Lden.jpg"" class=""clip_tooltips"" />",,Arpa;Palermo;Inquinamento;Rumore;Lden road;Lnight road,Ambiente,Palermo,http://siciliahub.github.io/palermohub/arpa_Lden.html,Arpa Sicilia,,@gbvitrano,2016-05-04,maggio - 2016,2016,Mappa del livello di rumore giornaliero da traffico veicolare (Lden) della Città di Palermo,https://goo.gl/SzSSXb
Aree di Abbandono incontrollato di rifiuti nel 2015,"Aree pubbliche/private di Abbandono incontrollato di R.S.U., rifiuti ingombranti, speciali o pericolosi a Palermo nel 2015","<img src=""legend/clip_index/abbandono.jpg"" class=""clip_tooltips""  />",,Ambiente;Rifiuti;Controllo Territorio,Ambiente;Rifiuti;Riciclo,Palermo,http://siciliahub.github.io/palermohub/abbandono.html,Comune di Palermo,,@cirospat,2016-03-09,marzo - 2016,2016,"Aree pubbliche/private di Abbandono incontrollato di R.S.U., rifiuti ingombranti, speciali o pericolosi a Palermo nel 2015",http://umap.openstreetmap.fr/it/map/palermo-aree-pubblicheprivate-oggetto-di-Abbandono_90499#12/38.1417/13.4081
Geositi della Provincia di Enna,Geositi della Provincia di Enna,"<img src=""legend/clip_index/geositi_enna.jpg"" class=""clip_tooltips""  />",,Ambiente;Geositi,Natura;Ambiente;Geologia,Enna,http://siciliahub.github.io/palermohub/geositi_enna.html,Provincia di Enna,,@cirospat,2016-03-08,marzo - 2016,2016,Geositi della Provincia di Enna,http://umap.openstreetmap.fr/en/map/geositi-della-provincia-di-enna_98659#9/37.5609/14.7052
Stoccaggio rifiuti speciali a Palermo,Gestione e stoccaggio rifiuti speciali o pericolosi nel 2015 a Palermo,"<img src=""legend/clip_index/gest_stoccaggio.jpg"" class=""clip_tooltips""  />",,Ambiente;Rifiuti;Controllo Territorio,Ambiente;Rifiuti;Riciclo,Palermo,http://siciliahub.github.io/palermohub/gest_stoccaggio.html,Comune di Palermo,,@cirospat,2016-03-08,marzo - 2016,2016,Gestione e stoccaggio rifiuti speciali o pericolosi nel 2015 a Palermo,http://umap.openstreetmap.fr/it/map/gestione-e-stoccaggio-rifiuti-speciali-eo-pericolo_90316
Inquinamento acustico a Palermo nel 2015,Interventi di Polizia Municipale per inquinamento acustico 2015 a Palermo,"<img src=""legend/clip_index/inquinamento_acustico.jpg"" class=""clip_tooltips""  />",,Controllo Territorio;Inquinamento acustico,Ambiente,Palermo,http://siciliahub.github.io/palermohub/inquinamento_acustico.html,Comune di Palermo,,@cirospat,2016-03-07,marzo - 2016,2016,Interventi di Polizia Municipale per inquinamento acustico 2015 a Palermo,http://umap.openstreetmap.fr/it/map/palermo-pm-interventi-per-inquinamento-acustico-20_92459
Verbali nel 2015 per irregolare conferimento rifiuti a Palermo,Verbali elevati nel 2015 per irregolare conferimento rifiuti o raccolta differenziata a Palermo,"<img src=""legend/clip_index/verbali.jpg"" class=""clip_tooltips""  />",,Ambiente;Rifiuti;Controllo Territorio,Ambiente;Rifiuti;Riciclo,Palermo,http://siciliahub.github.io/palermohub/verbali.html,Comune di Palermo,,@cirospat,2016-03-07,marzo - 2016,2016,Verbali elevati nel 2015 per irregolare conferimento rifiuti o raccolta differenziata a Palermo,http://umap.openstreetmap.fr/it/map/mappa-dei-verbali-elevati-2015-per-irregolare-conf_93623
Vittime di mafia a Palermo,Localizzazione dei siti con vittime di mafia a Palermo,"<img src=""legend/clip_index/vittime_mafia.jpg"" class=""clip_tooltips""  />",,mafia,Illegalità,Palermo,http://siciliahub.github.io/palermohub/vittime_mafia.html,vittimemafia.it,,@cirospat,2016-03-05,marzo - 2016,2016,Vittime di mafia,http://umap.openstreetmap.fr/it/map/mappa-delle-vittime-cadute-per-mafia-a-palermo_20793#12/38.1379/13.4013
Cassonetti per la raccolta degli indumenti usati a Palermo,Cassonetti della società RAP SpA per la raccolta degli indumenti usati a Palermo,"<img src=""legend/clip_index/cassonetti_rap.jpg"" class=""clip_tooltips""  />",,Riciclo;Indumenti;Abbandono,Ambiente;Rifiuti;Riciclo,Palermo,http://siciliahub.github.io/palermohub/cassonetti_rap.html,Comune di Palermo,,@cirospat,2016-03-01,marzo - 2016,2016,Cassonetti della società RAP SpA per la raccolta degli indumenti usati a Palermo,http://umap.openstreetmap.fr/it/map/palermo-cassonetti-rap-raccolta-indumenti-usati_47859
Mappa calore dei beni confiscati alle criminalità in Italia,"Dati aggregati su base regionale, provinciale e comunale a partire da quelli ufficiali dell'ANBSC aggiornati al 31 dicembre 2015 sito dell'agenzia.","<img src=""legend/clip_index/beni_confiscati.jpg"" class=""clip_tooltips""  />",,Beni confiscati;Beni immobili,Strumenti Urbanistici,Italia,http://siciliahub.github.io/palermohub/beni_confiscati.html,confiscatibene.it,,@gbvitrano,2016-02-08,febbraio - 2016,2016,Beni confiscati alle criminalità in  Italia - Aggiornamento 31 dicembre 2015,http://u.osmfr.org/m/77449/
Zonizzazione e vincoli sul territorio della Città di Palermo – Qgis Cloud,Zonizzazione e vincoli sul territorio della Città di Palermo – Qgis Cloud,"<img src=""legend/clip_index/prg_qgis_cloud.jpg"" class=""clip_tooltips""  />",,Variante Generale;PRG;PPE;Centro Storico;Palermo;Controllo del territorio;Governo del territorio;Zonizzazione;Pianp Particolareggiato,Strumenti Urbanistici,Palermo,http://siciliahub.github.io/palermohub/prg_qgis_cloud.html,Comune di Palermo,,@gbvitrano,2015-12-22,dicembre - 2015,2015,Zonizzazione e vincoli sul territorio della Città di Palermo – Qgis Cloud,https://goo.gl/cqfeMH
OPEN Censimenti - Palermo,OPEN Censimenti - Italia su dati Istat 2011,"<img src=""legend/clip_index/opencensimenti_palermo.jpg"" class=""clip_tooltips""  />",,Istat;Censimento;Popolazione;Opendata;Palermo;Sicilia;Italia,Strumenti Urbanistici,Italia,http://public.ixmaps.com.s3-website-eu-west-1.amazonaws.com/stage/app/Istat_basi_territoriali/Censimento_OnePage/index.html,ISTAT,,@grichter,2015-07-04,luglio - 2015,2015,ixmaps.com/examples,http://ixmaps.com/examples/
Piano Particolareggiato Esecutivo del Centro Storico di Palermo – Qgis Cloud,Piano Particolareggiato Esecutivo del Centro Storico di Palermo – Qgis Cloud,"<img src=""legend/clip_index/ppe_qgis_cloud.jpg"" class=""clip_tooltips""  />",,Variante Generale;PRG;PPE;Centro Storico;Palermo;Controllo del territorio;Governo del territorio;Zonizzazione;Pianp Particolareggiato,Strumenti Urbanistici,Palermo,http://siciliahub.github.io/palermohub/ppe_qgis_cloud.html,Comune di Palermo,,@gbvitrano,2015-05-22,maggio - 2015,2015,Piano Particolareggiato Esecutivo del Centro Storico di Palermo – Qgis Cloud,https://goo.gl/zWHGF2
Mappatura al 2010 degli interventi nel Centro Storico di Palermo,Mappatura al 2010 degli interventi nel Centro Storico di Palermo,"<img src=""legend/clip_index/int_centro_storico.jpg"" class=""clip_tooltips""  />",,Palermo;Centro Storico;Edifici storici;Controllo Territorio;Monitoraggio,Strumenti Urbanistici,Palermo,http://siciliahub.github.io/palermohub/int_centro_storico.html,Il futuro del centro storico di Palermo di Maurizio Carta,,Maria Lucia Cannarozzo;Emilio Di Gristina;@gbvitrano,2015-05-08,maggio - 2015,2015,Atlante del Centro Storico - Palermo (2010),http://u.osmfr.org/m/67007/
Mappa monumentale di Palermo e dell'Agro Palermitano,"Stanco della mancanza di una mappa monumentale seria e completa ho deciso di costruirmela da solo, nella speranza che sia di gradimento. Marcello Petrucci","<img src=""legend/clip_index/mappa_monumentale_palermo.jpg"" class=""clip_tooltips""  />",,Cultura;Turismo;Palermo;Edifici storici,Cultura;Turismo,Palermo,http://siciliahub.github.io/palermohub/mappa_monumentale.html,Censimento dei momumenti a cura di Marcello Petrucci,,Marcello Petrucci,2015-01-01,gennaio - 2015,2015,"Mappa monumentale di Palermo e dell'Agro Palermitano, di Marcello Petrucci",https://www.google.com/maps/d/u/0/viewer?mid=1BbwKWTf0ssw__JFLvYJAoVrZVDw&ll=38.120462249124266%2C13.370318412780762&z=15
